rating,num_reviews,name,tags,directions,ingredients
,,Havana Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'3/4', u'Rum (Light)', 'oz.'), (u'1 1/2', u'Pineapple Juice', 'oz.'), (None, u'Splash of  Lemon Juice', None)]"
,,Harvey Wallbanger,,Pour vodka into a glass with ice and almost fill it with orange juice. Pour a float of Galliano on top.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Orange Juice', None), (None, u'Float of  Galliano\xae Liqueur', None)]"
,,Hat Trick,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Rum (Dark)', 'oz.'), (u'1', u'Rum (Light)', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.')]"
,,Hawaiian Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (None, u'Splash of  Pineapple Juice', None)]"
,,Hawaiian Punch,,"Pour vodka, Southern Comfort, amaretto and sloe gin into a glass with ice. Fill it with equal parts of orange juice and pineapple juice.","[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Sloe Gin', 'oz.'), (None, u'  Orange Juice', None), (None, u'  Pineapple Juice', None)]"
,,Harvard Cooler,,Pour apple brandy into a glass with ice. Fill it with club soda or ginger ale. Add sugar and stir.,"[(u'2', u'Apple Brandy', 'oz.'), (None, u'  Club Soda / Carbonated Water', None), (u'1/2', u'Sugar', 'tsp.')]"
,,Hasty Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Anisette', None), (None, u'Splash of  Grenadine', None)]"
,,Harvard Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Brandy', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.'), (None, u'Splash of  Lemon Juice', None), (None, u'Splash of  Grenadine', None), (None, u'Dash of  Bitters', None)]"
,,Harry Denton,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2 1/2', u'Gin', 'oz.'), (u'1', u'Chartreuse\xae (Green)', 'oz.')]"
,,Harlem Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (u'1', u'Pineapple Juice', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None)]"
,,Hairy Sunrise,,Blend all ingredients with ice except grenadine. Pour contents into a collins glass. Float grenadine on top.,"[(u'3/4', u'Tequila', 'oz.'), (u'3/4', u'Vodka', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'3', u'Orange Juice', 'oz.'), (None, u'3 Dashes of  Grenadine', None)]"
,,Hard On,,Pour in layers the coffee liqueur then the amaretto and finally the milk.,"[(u'1/2', u'Coffee Liqueur', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Milk', 'oz.')]"
,,Hairy Navel,,Pour the vodka and the peach schnapps into a glass with ice. Fill it with orange juice.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Peach Schnapps', 'oz.'), (None, u'  Orange Juice', None)]"
,,Handicapper's Choice,,Pour Irish whiskey and amaretto into an Irish coffee mug. Fill it with hot coffee.,"[(u'1', u'Irish Whiskey', 'oz.'), (u'1', u'Amaretto', 'oz.'), (None, u'  Hot Coffee', None)]"
,,Handball Cooler,,Pour vodka into a glass with ice. Almost fill it with club soda. Top it with orange juice.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Club Soda / Carbonated Water', None), (None, u'Splash of  Orange Juice', None)]"
,,Haidin Haidin,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Rum (Light)', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (None, u'Dash of  Bitters', None)]"
,,H.P.W. Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (None, u'Splash of  Vermouth (Dry)', None), (None, u'Splash of  Vermouth (Sweet)', None)]"
,,Gull's Wing,,"Pour tequila, banana liqueur and lemon juice into a glass with crushed ice.","[(u'2', u'Tequila', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.')]"
,,Greyhound,,Pour vodka into a glass with ice and fill it with grapefruit juice.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Grapefruit Juice', None)]"
,,Gulf Stream,,Blend all ingredients with ice. Pour into a sugar-rimmed Collins glass.,"[(u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Brandy', 'oz.'), (u'1', u'Blue Curacao', 'oz.'), (u'3', u'Champagne', 'oz.'), (u'6', u'Lemonade', 'oz.'), (u'1', u'Lime Juice', 'oz.')]"
,,Grog,,"Pour dark rum, lemon juice and honey in an Irish coffee mug. Fill it with hot water and stir.","[(u'2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Honey', 'tsp.'), (None, u'  Water', None)]"
,,Grog #2,,Pour dark rum into an old-fashioned glass (no ice). Fill it with water.,"[(u'2', u'Rum (Dark)', 'oz.'), (None, u'  Water', None)]"
,,Gypsy Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1 1/2', u'Vermouth (Sweet)', 'oz.')]"
,,Greenham's Grotto,,Pour all ingredients into a shaker with ice. Shake and pour into an old-fashioned glass.,"[(u'2', u'Gin', 'oz.'), (u'1', u'Brandy', 'oz.'), (u'1/4', u'Orgeat Syrup', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.')]"
,,Greenback,,Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass with ice.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Cr\xe8me de Menthe (Green)', 'oz.'), (u'1', u'Lemon Juice', 'oz.')]"
,,Green Lizard,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Chartreuse\xae (Green)', 'oz.'), (u'1/2', u'Rum (151-Proof)', 'oz.')]"
,,Green Iguana,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Tequila', 'oz.'), (u'1', u'Melon Liqueur', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.')]"
,,Green Russian #2,,Pour ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (Green)', 'oz.')]"
,,Green Spider,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (Green)', 'oz.')]"
,,Green Mirage,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Vodka', 'oz.'), (u'1/2', u'Galliano\xae Liqueur', 'oz.'), (u'1/4', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Blue Curacao', None)]"
,,Green Goddess,,"Pour melon liqueur, Scotch and dry vermouth into a glass with ice. Fill it with lemon-lime soda.","[(u'1 1/2', u'Melon Liqueur', 'oz.'), (u'1', u'Scotch Whisky', 'oz.'), (None, u'Splash of  Vermouth (Dry)', None), (None, u'  Lemon-Lime Soda', None)]"
,,Green Russian,,Pour vodka and melon liqueur into a glass with ice. Add cream if desired.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1', u'Melon Liqueur', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.')]"
,,Green Jolly Rancher,,Pour all ingredients into a shaker with ice. Shake and strain into a glass.,"[(u'1/2', u'Melon Liqueur', 'oz.'), (u'1/2', u'Southern Comfort\xae', 'oz.'), (None, u'Splash of  Sweet & Sour Mix', None)]"
,,Green Gables Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vermouth (Sweet)', 'oz.'), (u'1', u'Gin', 'oz.'), (u'1/4', u'Chartreuse\xae (Green)', 'oz.')]"
,,Green Dragon,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (Green)', 'oz.'), (u'1/2', u'K\xfcmmel', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (None, u'4 Dashes of  Orange Bitters', None)]"
,,Green Dinosaur,,Pour all the liquors and sweet and sour mix into a glass with ice. Fill it with lemon-lime soda.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Gin', 'oz.'), (u'1', u'Rum (Light)', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1', u'Melon Liqueur', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.'), (None, u'  Lemon-Lime Soda', None)]"
,,Green Devil,,Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass with ice.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1 1/2', u'Cr\xe8me de Menthe (Green)', 'oz.'), (None, u'Splash of  Lime Juice', None)]"
,,Great Head,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Canadian Whisky', 'oz.'), (u'1/2', u'Apple Brandy', 'oz.')]"
,,Graveyard,,Pour all the liquors into a glass with ice. Fill it with equal parts of beer and Guinness.,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1/2', u'Rum (151-Proof)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Tequila', 'oz.'), (u'1/2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Bourbon', 'oz.'), (None, u'  Beer', None), (None, u'  Stout', None)]"
,,Gravedigger,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'3/4', u'Rum (151-Proof)', 'oz.'), (u'3/4', u'Jim Beam\xae Bourbon', 'oz.')]"
,,Green Demon,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Melon Liqueur', 'oz.'), (u'1/2', u'Lemonade', 'oz.')]"
,,Grass Skirt,,Pour all ingredients into a shaker with ice. Shake and pour into an old-fashioned glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1', u'Pineapple Juice', 'oz.'), (None, u'Splash of  Grenadine', None)]"
,,Grasshopper,,Pour all ingredients into a shaker glass with ice. Shake and strain into a shot glass.,"[(u'1', u'Cr\xe8me de Menthe (Green)', 'oz.'), (u'1', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]"
,,Grateful Dead,,"Pour the vodka, gin, rum, and triple sec into a glass with ice. Fill with sweet and sour and add the float of raspberry liqueur.","[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (None, u'  Sweet & Sour Mix', None), (None, u'Float of  Raspberry Liqueur', None)]"
,,Grapefruit Margarita,,"Rub rim of a margarita glass with a grapefruit slice and dip it into kosher salt. Pour tequila, triple sec and grapefruit juice into the glass with ice. Fill it with sweet and sour mix or margarita mix.","[(u'1 1/2', u'Tequila', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'2', u'Grapefruit Juice', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Grapeberry,,Pour equal amounts of grapefruit juice and cranberry juice into a wine glass with ice.,"[(None, u'  Grapefruit Juice', None), (None, u'  Cranberry Juice', None)]"
,,Grand Royal Fizz,,"Pour gin, maraschino liqueur, orange juice, lemon juice and cream into a glass with ice. Fill it with club soda. Add sugar and stir.","[(u'2', u'Gin', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None), (u'1', u'Orange Juice', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (None, u'Splash of  Cream / Half & Half', None), (u'1', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Grape Crush,,"Pour the vodka, raspberry liqueur and sweet and sour mix into a glass with ice. Fill it with lemon-lime soda.","[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Raspberry Liqueur', 'oz.'), (u'1/2', u'Sweet & Sour Mix', 'oz.'), (u'1/2', u'Cranberry Juice', 'oz.'), (None, u'  Lemon-Lime Soda', None)]"
,,Grapefruit Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1', u'Grapefruit Juice', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None)]"
,,Grand Mimosa,,Fill a champagne flute with 3/4 of champagne. Add the Grand Marnier. Fill it with orange juice.,"[(None, u'  Champagne', None), (None, u'  Orange Juice', None), (u'1/2', u'Grand Marnier\xae Orange Liqueur', 'oz.')]"
,,Grand Gold Margarita,,Rub rim of a margarita glass with a lime and dip it into kosher salt. Pour tequila and Grand Marnier into the glass with ice. Fill it with sweet and sour mix or margarita mix.,"[(u'1 1/2', u'Tequila (Gold)', 'oz.'), (u'1', u'Grand Marnier\xae Orange Liqueur', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Grand Master,,Pour Scotch and peppermint schnapps into a glass with ice. Fill it with club soda.,"[(u'2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Peppermint Schnapps', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Graceland,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Vermouth (Dry)', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.'), (u'1/2', u'Scotch Whisky', 'oz.'), (None, u'Dash of  Bitters', None)]"
,,Gracious Enjee,,"Pour bourbon, Southern Comfort and dark crème de cacao into an Irish coffee mug. Fill it with hot milk.","[(u'1 1/2', u'Bourbon', 'oz.'), (u'1/2', u'Southern Comfort\xae', 'oz.'), (u'1/4', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (None, u'  Milk', None)]"
,,Grand Am,,Pour Grand Marnier and amaretto into a glass with ice.,"[(u'1 1/2', u'Grand Marnier\xae Orange Liqueur', 'oz.'), (u'1 1/2', u'Amaretto', 'oz.')]"
,,Grand Apple,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Apple Brandy', 'oz.'), (u'3/4', u'Grand Marnier\xae Orange Liqueur', 'oz.'), (u'3/4', u'Cognac', 'oz.')]"
,,Gorilla Milk,,Pour all ingredients into a hurricane glass with ice.,"[(u'1', u'Rum (Light)', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.'), (u'1/2', u'Irish Cream', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]"
,,Gorky Park,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Cherry Brandy', 'oz.'), (None, u'  Lemon Juice', None)]"
,,Gorilla Fart,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Rum (151-Proof)', 'oz.'), (u'1', u'Bourbon', 'oz.'), (u'1', u'Southern Comfort\xae', 'oz.')]"
,,Gorilla Fart #2,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Wild Turkey\xae Bourbon', 'oz.'), (u'1', u'Rum (151-Proof)', 'oz.')]"
,,Goober,,Pour all ingredients into a collins glass with ice.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1 1/2', u'Raspberry Liqueur', 'oz.'), (u'1 1/2', u'Melon Liqueur', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1', u'Grenadine', 'oz.'), (u'3', u'Pineapple Juice', 'oz.'), (u'4', u'Orange Juice', 'oz.')]"
,,Good Golly,,"Pour dark rum, Galliano and dark crème de cacao into an Irish coffee mug. Fill it with hot coffee.","[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Galliano\xae Liqueur', 'oz.'), (u'1/4', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (None, u'  Hot Coffee', None)]"
,,Golf Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'2 Dashes of  Bitters', None)]"
,,Gonz,,"Pour dark rum, grapefruit juice and cola into a pitcher with half way full of ice. Add 6 slices of lemon wheels and 3 slices of lime wheels.","[(None, u'1 Cup of  Rum (Dark)', None), (None, u'1 Cup of  Grapefruit Juice', None), (None, u'2 Cups of  Cola', None)]"
,,Goldfish #2,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1', u'Goldschl\xe4ger\xae Cinnamon Schnapps', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Orange Juice', 'oz.')]"
,,Goldfish,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass. Drop 2 mandarin oranges into the martini.,"[(u'1 1/2', u'Orange Vodka', 'oz.'), (u'1 1/2', u'Peach Schnapps', 'oz.')]"
,,Golden Dream,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Galliano\xae Liqueur', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (None, u'Splash of  Orange Juice', None), (None, u'Splash of  Cream / Half & Half', None)]"
,,Golden Friendship,,"Pour rum, amaretto and sweet vermouth into a glass with ice. Fill it with ginger ale.","[(u'1', u'Rum (Light)', 'oz.'), (u'1', u'Amaretto', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.'), (None, u'  Ginger Ale', None)]"
,,Golden Delicious,,Pour Goldschläger in a glass. Fill it with sparkling apple cider.,"[(u'2', u'Goldschl\xe4ger\xae Cinnamon Schnapps', 'oz.'), (None, u'  Sparkling Apple Cider', None)]"
,,Golden Delicious Martini,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Apple Vodka', 'oz.'), (u'1/2', u'Goldschl\xe4ger\xae Cinnamon Schnapps', 'oz.')]"
,,Golden Dawn,,Pour all ingredients except grenadine into a shaker with ice. Shake and strain into an old-fashioned glass with ice. Add grenadine.,"[(u'1', u'Apple Brandy', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1', u'Orange Juice', 'oz.'), (None, u'Splash of  Grenadine', None)]"
,,Golden Daze,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Peach Brandy', 'oz.'), (u'1', u'Orange Juice', 'oz.')]"
,,Golden Cola,,Pour Goldschläger into a glass with ice. Fill it with cola.,"[(u'2', u'Goldschl\xe4ger\xae Cinnamon Schnapps', 'oz.'), (None, u'  Cola', None)]"
,,Golden Bronx,,"Pour gin, dry vermouth, sweet vermouth, orange juice and an egg yolk into a shaker with ice. Shake and strain into a chilled martini glass.","[(u'1', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (u'1/2', u'Orange Juice', 'oz.'), (None, u'1  Egg', None)]"
,,Golden Cadillac With Whitewall Tires,,Blend all ingredients with ice and pour into a champagne flute.,"[(u'1 1/2', u'Vanilla Vodka', 'oz.'), (u'1', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'1', u'White Chocolate Liqueur', 'oz.'), (u'1/2', u'Galliano\xae Liqueur', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]"
,,Gold Margarita,,Rub rim of a margarita glass with a lime and dip it into kosher salt. Pour tequila and triple sec into the glass with ice. Fill it with sweet and sour mix or margarita mix.,"[(u'1 1/2', u'Tequila (Gold)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Gold Rush,,Pour gold tequila and Goldschläger into a glass with ice.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1 1/2', u'Goldschl\xe4ger\xae Cinnamon Schnapps', 'oz.')]"
,,Golden Cadillac,,Blend all ingredients with ice. Pour into a champagne flute.,"[(u'2', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'1', u'Galliano\xae Liqueur', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]"
,,Gold Driver,,Pour tequila into a glass with ice. Fill it with orange juice.,"[(u'2', u'Tequila', 'oz.'), (None, u'  Orange Juice', None)]"
,,Godmother,,Pour all ingredients into a glass with ice.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Amaretto', 'oz.')]"
,,Go For Broke Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Vermouth (Dry)', 'oz.'), (u'3/4', u'Gin', 'oz.'), (None, u'Splash of  Triple Sec', None), (None, u'Dash of  Bitters', None)]"
,,Godchild,,Pour all ingredients into a shaker with ice. Shake and strain into a champagne flute.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Amaretto', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]"
,,Godfather,,Pour ingredients into a glass with ice.,"[(u'1 1/2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Amaretto', 'oz.')]"
,,Glorious Star,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1/2', u'Mango Vodka', 'oz.'), (u'1/2', u'Coconut Rum', 'oz.'), (u'1/2', u'Pineapple Juice', 'oz.')]"
,,Glass Tower,,"Pour vodka, peach schnapps, rum, triple sec, and sambuca into a glass with ice. Fill it with lemon-lime soda.","[(u'1', u'Vodka', 'oz.'), (u'1', u'Peach Schnapps', 'oz.'), (u'1', u'Rum (Light)', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1/2', u'Sambuca', 'oz.'), (None, u'  Lemon-Lime Soda', None)]"
