rating,num_reviews,name,tags,directions,ingredients
,,Blueberry Lemon Drop,,Rub the rim of a chilled martini glass with a lemon wedge and dip it into sugar. Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'3', u'Citrus Vodka', 'oz.'), (u'1', u'Blueberry Schnapps', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]"
,,Blue Shark,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1 1/2', u'Tequila (Silver)', 'oz.'), (u'1', u'Blue Curacao', 'oz.')]"
,,Blue Motorcycle,,Pour all the liquors and sweet and sour mix into a glass with ice. Fill it with lemon-lime soda.,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Tequila', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.'), (u'1/2', u'Sweet & Sour Mix', 'oz.'), (None, u'  Lemon-Lime Soda', None)]"
,,Blue Moon Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (u'1', u'Blue Curacao', 'oz.')]"
,,Blue Mountain,,Pour all ingredients into a shaker with ice. Shake and pour into an old-fashioned glass.,"[(u'1 1/2', u'Rum (A\xf1ejo)', 'oz.'), (u'1/2', u'Tia Maria\xae Coffee Liqueur', 'oz.'), (u'1/2', u'Vodka', 'oz.'), (u'1', u'Orange Juice', 'oz.'), (u'1', u'Lemon Juice', 'tsp.')]"
,,Blue Monday Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Vodka', 'oz.'), (u'1', u'Blue Curacao', 'oz.')]"
,,Blue Margarita,,Rub rim of a margarita glass with a lime and dip it into kosher salt. Pour tequila and blue curacao into the glass with ice. Fill it with sweet and sour mix or margarita mix.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Blue Marlin,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Rum (Light)', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.'), (u'1', u'Lime Juice', 'oz.')]"
,,Blue Lemon Drop,,Rub the rim of a chilled martini glass with a lemon wedge and dip it into sugar. Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'3', u'Citrus Vodka', 'oz.'), (u'3/4', u'Blue Curacao', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]"
,,Blue Lemon Drop #2,,Rub the rim of a chilled martini glass with a lemon wedge and dip it into sugar. Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'3', u'Limoncello Lemon Liqueur', 'oz.'), (u'1', u'Blue Curacao', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]"
,,Blue Hawaiian,,Pour the light rum and coconut rum into a hurricane glass with ice. Almost fill it with pineapple juice. Add the blue curacao on top.,"[(u'1', u'Rum (Light)', 'oz.'), (u'1', u'Coconut Rum', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.'), (None, u'  Pineapple Juice', None)]"
,,Blue Lagoon,,Pour vodka and blue curacao into a glass with ice. Fill it with lemonade.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Blue Curacao', 'oz.'), (None, u'  Lemonade', None)]"
,,Blue Kamikaze,,Pour all ingredients into a shaker with ice. Shake and strain into a glass.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Blue Curacao', 'oz.'), (u'1', u""Lime Juice (Rose's\xae)"", 'oz.')]"
,,Blue Cowboy,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'3', u'Gin', 'oz.'), (u'1', u'Blue Curacao', 'oz.')]"
,,Blue Glory,,Pour peppermint schnapps and blue curacao into a glass with ice. Fill it with lemon-lime soda.,"[(u'2', u'Peppermint Schnapps', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.'), (None, u'  Lemon-Lime Soda', None)]"
,,Blue Eyed Blonde #2,,"In layers, pour the white crème de cacao then the banana liqueur and finally the blue curacao.","[(u'1/2', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.')]"
,,Blue Eyed Blonde,,"In layers, pour the banana liqueur then the blue curacao and finally the Irish cream.","[(u'1/2', u'Banana Liqueur', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.'), (u'1/2', u'Irish Cream', 'oz.')]"
,,Blue Devil Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None), (None, u'Splash of  Blue Curacao', None), (u'1/2', u'Lemon Juice', 'oz.')]"
,,Blue Cloud Cocktail,,Blend all ingredients. Pour into a brandy snifter.,"[(u'2', u'Amaretto', 'oz.'), (u'1', u'Blue Curacao', 'oz.'), (None, u'1 Scoop of  Vanilla Ice Cream', None)]"
,,Blue Canary,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (None, u'Splash of  Blue Curacao', None), (u'2', u'Grapefruit Juice', 'oz.')]"
,,Blue Cosmopolitan,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2 1/2', u'Vodka', 'oz.'), (u'1', u'Blue Curacao', 'oz.'), (None, u""Dash of  Lime Juice (Rose's\xae)"", None), (None, u'Splash of  White Cranberry Juice', None)]"
,,Blue Blazer,,"Pour scotch in a metal mug and hot water in another metal mug. Ignite the scotch and while blazing, mix it with the other mug by pouring it back and forth between mugs 3 or 4 times. Add simple syrup and stir.","[(u'2', u'Scotch Whisky', 'oz.'), (u'1', u'Simple Syrup', 'tsp.'), (None, u'  Water', None)]"
,,Blue Altoid,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'3/4', u'Vodka', 'oz.'), (u'3/4', u'Peppermint Schnapps', 'oz.'), (None, u'Splash of  Blue Curacao', None), (None, u'Splash of  Sweet & Sour Mix', None)]"
,,Blue Bird,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (None, u'Dash of  Bitters', None)]"
,,Blue Agave,,Pour all ingredients into an old-fashioned glass with ice.,"[(u'1 1/2', u'Tequila (Premium)', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.'), (u'1/2', u""Lime Juice (Rose's\xae)"", 'oz.')]"
,,Blue Cadillac Margarita,,Rub rim of a margarita glass with a lime and dip it into kosher salt. Pour tequila and blue curacao into the glass with ice. Fill it with sweet and sour mix or margarita mix. Add the float of Grand Marnier on top.,"[(u'1 1/2', u'Tequila (Premium)', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.'), (None, u'  Sweet & Sour Mix', None), (None, u'Float of  Grand Marnier\xae Orange Liqueur', None)]"
,,Blue Balls,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Blue Curacao', 'oz.'), (u'1', u'Coconut Rum', 'oz.'), (u'1', u'Peach Schnapps', 'oz.'), (u'1/2', u'Sweet & Sour Mix', 'oz.')]"
,,Blue Beard,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Vodka', 'oz.'), (u'1/2', u'Blueberry Schnapps', 'oz.')]"
,,Blow Job,,Pour the coffee liqueur and Irish cream into a shot glass. Add whipped cream on top.,"[(u'1/2', u'Coffee Liqueur', 'oz.'), (u'1/2', u'Irish Cream', 'oz.'), (None, u'Float of  Vodka', None)]"
,,Bloody Mary,,"Pour vodka into a salted glass with ice. Add the Worcestershire sauce, Tabasco sauce and lime juice. Fill the glass with tomato juice or Bloody Mary mix.","[(u'2', u'Vodka', 'oz.'), (None, u'3 Drops of  Worcestershire Sauce', None), (None, u'3 Drops of  Tabasco\xae Sauce', None), (u'1', u'Horseradish Sauce', 'tsp.'), (None, u'Dash of  Lime Juice', None), (None, u'  Tomato Juice', None)]"
,,Bloody Molly,,"Pour Irish whiskey into a salted glass with ice. Add the Worcestershire sauce, Tabasco sauce and lime juice. Fill the glass with tomato juice or Bloody Mary mix.","[(u'2', u'Irish Whiskey', 'oz.'), (None, u'3 Drops of  Worcestershire Sauce', None), (None, u'3 Drops of  Tabasco\xae Sauce', None), (u'1', u'Horseradish Sauce', 'tsp.'), (None, u'Dash of  Lime Juice', None), (None, u'  Tomato Juice', None)]"
,,Bloody Caesar,,"Pour vodka into a salted glass with ice. Add the worcestershire sauce, Tabasco sauce and horseradish. Fill the glass with clamato juice","[(u'2', u'Vodka', 'oz.'), (None, u'  Clamato Juice', None), (None, u'Dash of  Worcestershire Sauce', None), (None, u'Dash of  Tabasco\xae Sauce', None), (None, u'Dash of  Horseradish Sauce', None)]"
,,Blood Orange,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Orange Vodka', 'oz.'), (u'1', u'Campari\xae', 'oz.'), (u'1/2', u'Orange Juice', 'oz.')]"
,,Bloodhound Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass. Decorate with two or three crushed strawberries.,"[(u'1', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.')]"
,,Bloody Bull,,Pour vodka into a glass with ice. Fill it with equal parts of tomato juice and beef bouillon.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Tomato Juice', None), (None, u'  Beef Bouillon', None)]"
,,Bloody Maria,,"Pour tequila into a salted glass with ice. Add the Worcestershire sauce, Tabasco sauce and lime juice. Fill the glass with tomato juice or Bloody Mary mix.","[(u'2', u'Tequila', 'oz.'), (None, u'3 Drops of  Worcestershire Sauce', None), (None, u'3 Drops of  Tabasco\xae Sauce', None), (None, u'Splash of  Lime Juice', None), (None, u'  Tomato Juice', None)]"
,,Blood And Sand Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1/2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Cherry Brandy', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (None, u'Splash of  Orange Juice', None)]"
,,Blonde Jenny,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1/2', u'Orange Juice', 'oz.'), (None, u'Dash of  Orange Bitters', None)]"
,,Blood Orange Margarita,,"Rub rim of a margarita glass with a blood orange slice and dip it into kosher salt. Pour tequila, Cointreau and blood orange juice into the glass with ice. Fill it with sweet and sour mix or margarita mix.","[(u'1 1/2', u'Tequila', 'oz.'), (u'1', u'Cointreau\xae Orange Liqueur', 'oz.'), (u'2', u'Blood Orange Juice', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Blinder,,Pour Scotch into a glass with ice. Almost fill it with grapefruit juice. Add a splash of grenadine.,"[(u'2', u'Scotch Whisky', 'oz.'), (None, u'  Grapefruit Juice', None), (None, u'Splash of  Grenadine', None)]"
,,Blaster Bates,,Blend all ingredients with ice. Pour into a collins glass.,"[(None, u'1  Banana', None), (None, u'1/4 Cup of  Blueberries', None), (None, u'1/4 Cup of  Raspberries', None), (u'2', u'Milk', 'oz.'), (u'4', u'Orange Juice', 'oz.')]"
,,Blighter Bob,,"Pour light rum, dark rum, crème de cassis, orange juice and bitters into a glass with ice. Fill it with ginger ale.","[(u'1', u'Rum (Light)', 'oz.'), (u'1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Cr\xe8me de Cassis', 'oz.'), (u'1', u'Orange Juice', 'oz.'), (None, u'2 Dashes of  Bitters', None), (None, u'  Ginger Ale', None)]"
,,Blimey,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Lime Juice', 'oz.'), (u'1/2', u'Sugar', 'tsp.')]"
,,Blarney Stone Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Irish Whiskey', 'oz.'), (None, u'Splash of  Anisette', None), (None, u'Splash of  Triple Sec', None), (None, u'Splash of  Maraschino Liqueur', None), (None, u'Dash of  Bitters', None)]"
,,Blackpool Tower,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Irish Cream', 'oz.'), (u'3/4', u'Apricot Brandy', 'oz.'), (None, u'Splash of  Gin', None)]"
,,Blackthorn,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Sloe Gin', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.')]"
,,Blackberry Lemon Drop,,Rub the rim of a chilled martini glass with a lemon wedge and dip it into sugar. Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'3', u'Citrus Vodka', 'oz.'), (u'1', u'Blackberry Schnapps', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]"
,,Blanche,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Anisette', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1/2', u'White Curacao', 'oz.')]"
,,Blackberry Lemon Drop #2,,Rub the rim of a chilled martini glass with a lemon wedge and dip it into sugar. Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'3', u'Limoncello Lemon Liqueur', 'oz.'), (u'1', u'Blackberry Schnapps', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]"
,,Blackberry Margarita,,Pour tequila and blackberry schnapps into a glass with ice. Fill it with sweet and sour mix or margarita mix.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1', u'Blackberry Schnapps', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Blackberry Margarita (Frozen),,Blend all ingredients with ice. Pour into a margarita glass.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1', u'Blackberry Schnapps', 'oz.'), (None, u'1/2 Cup  Blackberries', None), (None, u'  Sweet & Sour Mix', None)]"
,,Black Witch,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Rum (Gold)', 'oz.'), (u'1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (u'1/2', u'Pineapple Juice', 'oz.')]"
,,Black Widow,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Citrus Vodka', 'oz.'), (u'1 1/2', u'Sambuca (Black)', 'oz.')]"
,,Black Watch,,Pour scotch and coffee liqueur into an old fashioned glass with ice. Add a splash of club soda.,"[(u'1 1/2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.'), (None, u'Splash of  Club Soda / Carbonated Water', None)]"
,,Black Velveteen,,Fill a pilsner glass half way with pear cider. Fill the other half with Guinness.,"[(None, u'  Pear Cider', None), (None, u'  Stout', None)]"
,,Black Velvet,,Fill a beer mug with 1/2 of champagne and 1/2 of Guinness.,"[(None, u'  Champagne', None), (None, u'  Stout', None)]"
,,Black Stripe,,Pour dark rum and honey or molasses into an Irish coffee mug. Fill it with hot water and stir.,"[(u'2', u'Rum (Dark)', 'oz.'), (u'1', u'Honey', 'tsp.'), (None, u'  Water', None)]"
,,Black Russian,,Pour vodka and coffee liqueur into a glass with ice.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1', u'Coffee Liqueur', 'oz.')]"
,,Black Pagoda,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Brandy', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/4', u'Triple Sec', 'oz.')]"
,,Black Opal,,Pour all the liquors into a glass with ice. Almost fill it with sweet and sour mix. Add the lemon-lime soda on top.,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Raspberry Liqueur', 'oz.'), (u'1/2', u'Tequila', 'oz.'), (None, u'  Sweet & Sour Mix', None), (None, u'  Lemon-Lime Soda', None)]"
,,Black Monday,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Rum (Dark)', 'oz.'), (u'1/2', u'Sambuca (Black)', 'oz.'), (None, u'Splash of  Cherry Brandy', None), (u'1/2', u'Lemon Juice', 'oz.')]"
,,Black Martini,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Vodka', 'oz.'), (u'1', u'Raspberry Liqueur', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.')]"
,,Black Magic,,Pour all ingredients into an old-fashioned glass with ice.,"[(u'2', u'Vodka', 'oz.'), (u'1', u'Coffee Liqueur', 'oz.'), (None, u'Splash of  Lemon Juice', None)]"
,,Black Maria,,"Pour coffee brandy, rum and black coffee into a brandy snifter. Add sugar to taste, stir and add crushed ice.","[(u'2', u'Coffee Brandy', 'oz.'), (u'2', u'Rum (Light)', 'oz.'), (u'4', u'Hot Coffee', 'oz.'), (None, u'  Sugar', None)]"
,,Black Jack #2,,Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass with ice.,"[(u'1 1/2', u'Scotch Whisky', 'oz.'), (u'1', u'Coffee Liqueur', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.')]"
,,Black Jack,,Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass with ice.,"[(u'1', u'Kirschwasser', 'oz.'), (u'1/2', u'Brandy', 'oz.'), (u'1', u'Hot Coffee', 'oz.')]"
,,Black Hawk,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Whiskey', 'oz.'), (u'1 1/2', u'Sloe Gin', 'oz.')]"
,,Black Gold #2,,Pour all liqueurs into an Irish coffee mug. Fill it with hot coffee. Top with whipped cream and chocolate shavings. Add a cinnamon stick as a stirrer.,"[(u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Irish Cream', 'oz.'), (u'1/2', u'Hazelnut Liqueur', 'oz.'), (None, u'Splash of  Cinnamon Schnapps', None), (None, u'  Hot Coffee', None)]"
,,Black Gold,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'J\xe4germeister\xae', 'oz.'), (u'1', u'Goldschl\xe4ger\xae Cinnamon Schnapps', 'oz.')]"
,,Black Baltimore,,"Pour brandy, black sambuca and an egg white into a shaker with ice. Shake and strain into a chilled martini glass.","[(u'2', u'Brandy', 'oz.'), (u'1', u'Sambuca (Black)', 'oz.'), (None, u'1  Egg', None)]"
,,Black Eye,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Blackberry Brandy', 'oz.')]"
,,Black Feather,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Brandy', 'oz.'), (u'1/2', u'Cointreau\xae Orange Liqueur', 'oz.'), (None, u'Dash of  Bitters', None)]"
,,Black Duval,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Cointreau\xae Orange Liqueur', 'oz.'), (u'1', u'Sambuca (Black)', 'oz.')]"
,,Black Devil,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Rum (Light)', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.')]"
,,Black And Tan,,Pour the Bass into a glass then pour the Guinness on top with a spoon.,"[(None, u'1/2 Pint  Pale Ale', None), (None, u'1/2 Pint  Stout', None)]"
,,Black Cat,,Pour vodka and blackberry schnapps into a glass with ice. Fill it with equal parts of cranberry juice and cola.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Blackberry Schnapps', 'oz.'), (None, u'  Cranberry Juice', None), (None, u'  Cola', None)]"
,,Black Army,,Pour Galliano in a shot glass and layer the Jägermeister on top.,"[(u'3/4', u'Galliano\xae Liqueur', 'oz.'), (u'3/4', u'J\xe4germeister\xae', 'oz.')]"
,,Bittersweet,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Vermouth (Sweet)', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Dash of  Bitters', None), (None, u'Dash of  Orange Bitters', None)]"
,,Bitters Highball,,Pour bitters into a glass with ice. Fill it with club soda or ginger ale.,"[(u'1/2', u'Bitters', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Bitch On Wheels,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.'), (None, u'Splash of  Pernod\xae', None)]"
,,Bitch Fight,,Pour the peach schnapps and Grand Marnier into a glass with ice. Fill it with cranberry juice and the dash of lime juice.,"[(u'1', u'Peach Schnapps', 'oz.'), (u'1', u'Grand Marnier\xae Orange Liqueur', 'oz.'), (None, u'  Cranberry Juice', None), (None, u'Dash of  Lime Juice', None)]"
,,Bishop,,Pour lemon juice and orange juice into a glass with ice. Fill it with burgundy or a red wine. Add sugar and stir.,"[(u'1/2', u'Lemon Juice', 'oz.'), (u'1/2', u'Orange Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'  Burgundy', None)]"
,,Bill Leaves Town,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Whiskey', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (None, u'Splash of  Grenadine', None)]"
,,Billy Taylor,,Pour gin and lime juice into a glass with ice. Fill it with club soda.,"[(u'2', u'Gin', 'oz.'), (u'1/2', u'Lime Juice', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Bikini,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Vodka', 'oz.'), (u'1', u'Rum (Light)', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.'), (None, u'Splash of  Lemon Juice', None), (u'1', u'Sugar', 'tsp.')]"
,,Bijou Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1', u'Chartreuse\xae (Green)', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.'), (None, u'Dash of  Orange Bitters', None)]"
,,Big Red Gum,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1 1/2', u'Goldschl\xe4ger\xae Cinnamon Schnapps', 'oz.'), (u'1/2', u'Cranberry Juice', 'oz.')]"
,,Big Daddy,,"Pour the vodka, rum, tequila and whiskey into a glass with ice. Fill it with lemon-lime soda.","[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Tequila', 'oz.'), (u'1/2', u'Whiskey', 'oz.'), (None, u'  Lemon-Lime Soda', None)]"
,,Big Red Hooter,,Pour tequila and amaretto into a glass with ice. Fill it with pineapple juice. Float grenadine on top.,"[(u'1', u'Tequila', 'oz.'), (u'3/4', u'Amaretto', 'oz.'), (None, u'  Pineapple Juice', None), (None, u'Float of  Grenadine', None)]"
,,Big Band Charlie,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Melon Liqueur', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]"
,,Between The Sheets,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Rum (Light)', 'oz.'), (u'1', u'Brandy', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.')]"
,,Big Stick,,"Pour Southern Comfort, sloe gin and peach schnapps into a glass with ice. Almost fill it with orange juice. Add the float of grenadine.","[(u'1/2', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Sloe Gin', 'oz.'), (u'1/2', u'Peach Schnapps', 'oz.'), (None, u'  Orange Juice', None), (None, u'Float of  Grenadine', None)]"
,,Big Red,,Pour all ingredients into an old-fashioned glass with crushed ice.,"[(u'1', u'Vermouth (Sweet)', 'oz.'), (u'3/4', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Sloe Gin', 'oz.'), (None, u'2 Dashes of  Orange Bitters', None)]"
,,Betsy Ross,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Brandy', 'oz.'), (u'1 1/2', u'Port', 'oz.'), (None, u'Splash of  Triple Sec', None)]"
,,Bermuda Bouquet,,Pour all ingredients into a highball glass with ice.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Apricot Brandy', 'oz.'), (None, u'Splash of  Triple Sec', None), (u'1/2', u'Orange Juice', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (None, u'Splash of  Grenadine', None), (u'1', u'Sugar', 'tsp.')]"
,,Bertrand's Black Magic,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Sambuca (Black)', 'oz.')]"
,,Bermuda Triangle,,Pour peach schnapps and spiced rum into a glass with ice. Fill it with orange juice.,"[(u'1', u'Peach Schnapps', 'oz.'), (u'1/2', u'Rum (Spiced)', 'oz.'), (None, u'  Orange Juice', None)]"
,,Bernardo,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.'), (None, u'2 Dashes of  Bitters', None)]"
,,Bermuda Highball,,"Pour gin, brandy and vermouth into a glass with ice. Fill it with ginger ale or club soda.","[(u'3/4', u'Gin', 'oz.'), (u'3/4', u'Brandy', 'oz.'), (u'3/4', u'Vermouth (Dry)', 'oz.'), (None, u'  Ginger Ale', None)]"
,,Bent Nail,,Pour ingredients into a glass with ice.,"[(u'1 1/2', u'Canadian Whisky', 'oz.'), (u'1/2', u'Drambuie\xae', 'oz.')]"
,,Bennett Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Lime Juice', 'oz.'), (u'1/2', u'Sugar', 'tsp.'), (None, u'2 Dashes of  Orange Bitters', None)]"
,,Bermuda Rose,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (None, u'Splash of  Grenadine', None)]"
,,Bengal,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Brandy', 'oz.'), (u'1/2', u'Maraschino Liqueur', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1', u'Pineapple Juice', 'oz.'), (None, u'2 Dashes of  Bitters', None)]"
